produto,cor_produto,motivo,etapa,observacao
373053,59564,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373054,60045,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373056,59564,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373078,59567,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373079,59567,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373080,59567,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373081,59567,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373084,59504,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373085,59504,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373086,59504,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373087,59538,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373088,59538,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373090,59538,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373091,59538,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373092,59599,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373093,59599,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373094,59599,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373096,59599,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373098,59600,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373099,59600,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373108,59463,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373109,59463,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373110,59463,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373111,59463,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373113,59524,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373114,59524,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373116,59524,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373117,59524,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373142,59594,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373170,59481,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373184,05024,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373184,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373199,07742,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373202,05024,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373203,2276,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373206,0105,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373207,0105,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373218,2276,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373236,2276,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373279,02025,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373279,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373281,05052,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373281,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373285,59557,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373286,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373288,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373291,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373311,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373311,11069,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373312,07039,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373312,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373312,07847,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373314,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373315,04097,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373404,0109,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373406,0109,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373407,0109,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373408,0109,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373409,0101,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373410,0101,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373420,0101,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373421,0101,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373423,0105,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373443,0109,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373445,0003,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373449,0101,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373450,0101,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373451,0105,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373839,59503,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373840,59503,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373841,59503,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373852,05052,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373857,0105,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373942,0013,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373943,07836,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373943,11069,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373943,5336,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373944,2276,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373968,0013,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373973,0013,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373982,59881,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374039,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374064,59588,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374065,59588,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374066,59588,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374088,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374090,2276,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374093,0026,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374096,0024,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374105,0024,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374157,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374159,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374191,59537,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374202,59459,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374208,59535,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374214,59556,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374215,0101,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374231,0013,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374233,51293,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374469,59556,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374471,59556,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374497,59473,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374498,59473,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374499,59473,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374502,59522,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374504,59520,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374535,59612,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374536,59489,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374537,59489,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374720,59570,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374758,59535,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374759,59611,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374830,61697,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374833,61697,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374850,59526,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374864,59521,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374908,59574,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374910,59566,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374918,59526,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374919,59526,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374931,59536,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374934,59536,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374952,59489,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374955,59559,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374956,59559,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374959,59559,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374960,59559,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
374965,59552,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
